ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
35470,8,3614,66738,30774,3615,66739,66740,53751,20721
35471,8,18778,28976,51155,26357,20721,53751,66740,66739
35472,8,18789,27126,66741,33675,29981,66742,66745,66743
35473,8,27126,17727,33674,66741,66742,33676,66744,66745
35474,8,33675,66741,33674,703,66743,66745,66744,19281
35475,8,17734,33676,66742,29981,19281,66744,66745,66743
35476,8,8319,29393,51223,19645,22481,57932,66746,38795
35477,8,29393,18043,21784,51223,57932,20826,37957,66746
35478,8,19645,51223,21784,17960,38795,66746,37957,21783
35479,8,17730,20826,57932,22481,21783,37957,66746,38795
35480,8,2959,31538,56101,2958,13497,66747,66748,13519
35481,8,31538,18509,19662,56101,66747,19664,35576,66748
35482,8,2958,56101,19662,2957,13519,66748,35576,13499
35483,8,2190,19664,66747,13497,13499,35576,66748,13519
35484,8,18159,28232,66749,27831,28233,47797,66751,66750
35485,8,28232,2118,9894,66749,47797,9893,9917,66751
35486,8,27831,66749,9894,9879,66750,66751,9917,9892
35487,8,9880,9893,47797,28233,9892,9917,66751,66750
35488,8,17539,23147,43162,25702,22841,66752,66755,66753
35489,8,23147,261,4401,43162,66752,28908,66754,66755
35490,8,25702,43162,4401,4377,66753,66755,66754,33677
35491,8,17488,28908,66752,22841,33677,66754,66755,66753
35492,8,3460,3459,15610,15585,29090,66756,66758,54210
35493,8,3459,51,15584,15610,66756,33678,66757,66758
35494,8,15585,15610,15584,3540,54210,66758,66757,29398
35495,8,18566,33678,66756,29090,29398,66757,66758,54210
35496,8,17770,19667,35581,19668,33679,66759,66761,66760
35497,8,19667,118,15919,35581,66759,3611,15947,66761
35498,8,19668,35581,15919,15908,66760,66761,15947,15921
35499,8,3610,3611,66759,33679,15921,15947,66761,66760
35500,8,18024,33680,66762,27243,32985,66763,66765,62398
35501,8,33680,1426,29687,66762,66763,27812,66764,66765
35502,8,27243,66762,29687,18020,62398,66765,66764,32982
35503,8,18009,27812,66763,32985,32982,66764,66765,62398
35504,8,4374,28707,66766,4396,28708,48782,66768,66767
35505,8,28707,17539,25702,66766,48782,22841,66753,66768
35506,8,4396,66766,25702,4377,66767,66768,66753,33677
35507,8,17488,22841,48782,28708,33677,66753,66768,66767
35508,8,17717,28563,55051,24059,24063,49705,66769,40867
35509,8,28563,17780,30643,55051,49705,19244,53391,66769
35510,8,24059,55051,30643,17709,40867,66769,53391,24062
35511,8,17710,19244,49705,24063,24062,53391,66769,40867
35512,8,15638,15640,15672,15641,29866,51493,66771,55284
35513,8,15640,3571,15642,15672,51493,27070,66770,66771
35514,8,15641,15672,15642,3558,55284,66771,66770,25405
35515,8,18570,27070,51493,29866,25405,66770,66771,55284
35516,8,1159,6885,66772,33682,28864,49134,66775,66773
35517,8,6885,1081,33681,66772,49134,28863,66774,66775
35518,8,33682,66772,33681,17901,66773,66775,66774,21667
35519,8,17900,28863,49134,28864,21667,66774,66775,66773
35520,8,17868,26534,66776,26527,26536,44499,66779,66777
35521,8,26534,17867,25638,66776,44499,26535,66778,66779
35522,8,26527,66776,25638,17872,66777,66779,66778,24814
35523,8,17875,26535,44499,26536,24814,66778,66779,66777
35524,8,18819,30638,66780,24440,29244,53378,66781,59762
35525,8,30638,17886,32598,66780,53378,30639,61069,66781
35526,8,24440,66780,32598,18807,59762,66781,61069,29275
35527,8,18741,30639,53378,29244,29275,61069,66781,59762
35528,8,17645,25308,55914,21278,21252,42554,66782,37388
35529,8,25308,17651,28749,55914,42554,21258,48860,66782
35530,8,21278,55914,28749,4732,37388,66782,48860,21280
35531,8,17654,21258,42554,21252,21280,48860,66782,37388
35532,8,18079,32254,58718,32253,33683,66783,66785,66784
35533,8,32254,9880,28233,58718,66783,9892,66750,66785
35534,8,32253,58718,28233,18159,66784,66785,66750,27831
35535,8,9879,9892,66783,33683,27831,66750,66785,66784
35536,8,16845,16870,16905,16871,33039,62666,66787,66786
35537,8,16870,16853,16863,16905,62666,27312,45852,66787
35538,8,16871,16905,16863,16851,66786,66787,45852,27313
35539,8,18633,27312,62666,33039,27313,45852,66787,66786
35540,8,17794,26594,59206,32295,26595,44596,66790,66788
35541,8,26594,16761,32355,59206,44596,16801,66789,66790
35542,8,32295,59206,32355,17795,66788,66790,66789,27464
35543,8,56,16801,44596,26595,27464,66789,66790,66788
35544,8,17794,32285,58892,32284,32295,66791,66792,58932
35545,8,32285,17803,22966,58892,66791,30741,53641,66792
35546,8,32284,58892,22966,18736,58932,66792,53641,28672
35547,8,17795,30741,66791,32295,28672,53641,66792,58932
35548,8,17794,30872,56048,26595,32295,58931,66793,66788
35549,8,30872,17603,27619,56048,58931,27620,46508,66793
35550,8,26595,56048,27619,56,66788,66793,46508,27464
35551,8,17795,27620,58931,32295,27464,46508,66793,66788
35552,8,16761,16794,66794,32355,16801,16830,66795,66789
35553,8,16794,861,31529,66794,16830,860,59385,66795
35554,8,32355,66794,31529,17795,66789,66795,59385,27464
35555,8,56,860,16830,16801,27464,59385,66795,66789
35556,8,3724,3723,16898,16855,25493,62657,66797,66796
35557,8,3723,239,3741,16898,62657,31256,55186,66797
35558,8,16855,16898,3741,3740,66796,66797,55186,31257
35559,8,18632,31256,62657,25493,31257,55186,66797,66796
35560,8,17816,27008,54838,31117,27009,45288,66798,58948
35561,8,27008,16853,16858,54838,45288,16865,16904,66798
35562,8,31117,54838,16858,16846,58948,66798,16904,16869
35563,8,16849,16865,45288,27009,16869,16904,66798,58948
35564,8,238,3722,42872,25513,16555,16624,66800,55485
35565,8,3722,3721,25511,42872,16624,16557,66799,66800
35566,8,25513,42872,25511,18633,55485,66800,66799,31359
35567,8,16546,16557,16624,16555,31359,66799,66800,55485
35568,8,18926,20221,46484,27366,19440,41291,66801,45984
35569,8,20221,17504,25951,46484,41291,24385,64529,66801
35570,8,27366,46484,25951,18799,45984,66801,64529,25944
35571,8,18812,24385,41291,19440,25944,64529,66801,45984
35572,8,5630,5637,48944,28783,5669,5699,66803,66802
35573,8,5637,5635,28781,48944,5699,5648,62830,66803
35574,8,28783,48944,28781,17599,66802,66803,62830,20733
35575,8,5629,5648,5699,5669,20733,62830,66803,66802
35576,8,17600,25801,50233,29346,27676,66804,66807,66805
35577,8,25801,5635,28781,50233,66804,31268,66806,66807
35578,8,29346,50233,28781,17599,66805,66807,66806,33684
35579,8,17808,31268,66804,27676,33684,66806,66807,66805
35580,8,17584,31111,54775,29779,29780,65308,66809,51292
35581,8,31111,18729,31113,54775,65308,21518,66808,66809
35582,8,29779,54775,31113,18731,51292,66809,66808,28806
35583,8,17602,21518,65308,29780,28806,66808,66809,51292
35584,8,18704,22455,38768,22458,23891,40704,66810,59179
35585,8,22455,18705,22460,38768,40704,23940,44336,66810
35586,8,22458,38768,22460,18699,59179,66810,44336,25505
35587,8,17823,23940,40704,23891,25505,44336,66810,59179
35588,8,466,24033,47509,4556,31168,62347,66812,66811
35589,8,24033,17558,28107,47509,62347,29205,49900,66812
35590,8,4556,47509,28107,4550,66811,66812,49900,29206
35591,8,17556,29205,62347,31168,29206,49900,66812,66811
35592,8,5635,5636,48942,28781,31268,55218,66814,66806
35593,8,5636,5631,28782,48942,55218,30520,66813,66814
35594,8,28781,48942,28782,17599,66806,66814,66813,33684
35595,8,17808,30520,55218,31268,33684,66813,66814,66806
35596,8,17489,20791,36841,20604,28704,66815,66816,48771
35597,8,20791,279,4504,36841,66815,4502,4520,66816
35598,8,20604,36841,4504,4491,48771,66816,4520,4505
35599,8,4492,4502,66815,28704,4505,4520,66816,48771
35600,8,18935,32349,59167,25091,29634,66817,66819,50945
35601,8,32349,18924,27653,59167,66817,25969,66818,66819
35602,8,25091,59167,27653,18923,50945,66819,66818,29635
35603,8,18720,25969,66817,29634,29635,66818,66819,50945
35604,8,17602,21518,66808,28806,18971,37647,66821,48996
35605,8,21518,18729,31113,66808,37647,20584,66820,66821
35606,8,28806,66808,31113,18731,48996,66821,66820,28808
35607,8,17599,20584,37647,18971,28808,66820,66821,48996
35608,8,17824,26496,44421,26497,33614,66822,66825,66823
35609,8,26496,18800,25974,44421,66822,33686,66824,66825
35610,8,26497,44421,25974,18645,66823,66825,66824,33685
35611,8,5968,33686,66822,33614,33685,66824,66825,66823
35612,8,17825,25559,42939,25560,27557,49016,66828,66826
35613,8,25559,17822,25561,42939,49016,28816,66827,66828
35614,8,25560,42939,25561,18709,66826,66828,66827,33687
35615,8,18919,28816,49016,27557,33687,66827,66828,66826
35616,8,17837,20210,66829,27555,20208,36174,66831,66830
35617,8,20210,17824,32450,66829,36174,20209,59647,66831
35618,8,27555,66829,32450,5972,66830,66831,59647,6018
35619,8,5982,20209,36174,20208,6018,59647,66831,66830
35620,8,5972,5992,59646,32450,5994,6071,66833,66832
35621,8,5992,5979,26489,59646,6071,5993,66151,66833
35622,8,32450,59646,26489,17824,66832,66833,66151,33614
35623,8,5968,5993,6071,5994,33614,66151,66833,66832
35624,8,17827,33688,66834,23978,26818,66835,66836,61012
35625,8,33688,5817,21858,66834,66835,5887,57650,66836
35626,8,23978,66834,21858,17838,61012,66836,57650,28776
35627,8,5820,5887,66835,26818,28776,57650,66836,61012
35628,8,18736,21914,38117,21913,21798,44639,66839,66837
35629,8,21914,17552,21911,38117,44639,26623,66838,66839
35630,8,21913,38117,21911,18796,66837,66839,66838,19869
35631,8,18623,26623,44639,21798,19869,66838,66839,66837
35632,8,16538,16571,66840,30600,16573,16631,66842,61643
35633,8,16571,16539,33578,66840,16631,16572,66841,66842
35634,8,30600,66840,33578,17818,61643,66842,66841,32848
35635,8,904,16572,16631,16573,32848,66841,66842,61643
35636,8,5814,5861,65073,27556,31612,66843,66845,56441
35637,8,5861,5812,23145,65073,66843,33689,66844,66845
35638,8,27556,65073,23145,17820,56441,66845,66844,31621
35639,8,17810,33689,66843,31612,31621,66844,66845,56441
35640,8,17812,22587,38923,22588,22217,66846,66847,48976
35641,8,22587,17814,22353,38923,66846,31605,56313,66847
35642,8,22588,38923,22353,17810,48976,66847,56313,23214
35643,8,5704,31605,66846,22217,23214,56313,66847,48976
35644,8,17810,31612,66848,23215,23216,56373,66849,39722
35645,8,31612,5814,5904,66848,56373,5853,5957,66849
35646,8,23215,66848,5904,897,39722,66849,5957,896
35647,8,895,5853,56373,23216,896,5957,66849,39722
35648,8,17833,21746,66850,33690,25510,42867,66852,66851
35649,8,21746,17825,27557,66850,42867,20255,46378,66852
35650,8,33690,66850,27557,18919,66851,66852,46378,27558
35651,8,18918,20255,42867,25510,27558,46378,66852,66851
35652,8,17633,32559,61822,32431,32432,66853,66854,59582
35653,8,32559,18738,29245,61822,66853,29246,49978,66854
35654,8,32431,61822,29245,18741,59582,66854,49978,29247
35655,8,18763,29246,66853,32432,29247,49978,66854,59582
35656,8,14136,19326,35212,14157,14158,51833,66856,14178
35657,8,19326,18126,19330,35212,51833,29782,66855,66856
35658,8,14157,35212,19330,3098,14178,66856,66855,3097
35659,8,111,29782,51833,14158,3097,66855,66856,14178
35660,8,17902,21378,37494,21381,33476,66857,66859,65210
35661,8,21378,17903,21383,37494,66857,26763,66858,66859
35662,8,21381,37494,21383,17875,65210,66859,66858,26538
35663,8,17885,26763,66857,33476,26538,66858,66859,65210
35664,8,17844,32859,66860,22380,22384,64477,66861,38671
35665,8,32859,18804,32468,66860,64477,32782,61738,66861
35666,8,22380,66860,32468,18810,38671,66861,61738,22383
35667,8,17864,32782,64477,22384,22383,61738,66861,38671
35668,8,6475,6511,52872,29819,22810,66862,66864,51398
35669,8,6511,1083,30453,52872,66862,32924,66863,66864
35670,8,29819,52872,30453,17885,51398,66864,66863,26762
35671,8,18744,32924,66862,22810,26762,66863,66864,51398
35672,8,18945,30621,66865,31339,33691,66866,66869,66867
35673,8,30621,18717,29446,66865,66866,25530,66868,66869
35674,8,31339,66865,29446,18763,66867,66869,66868,33692
35675,8,18689,25530,66866,33691,33692,66868,66869,66867
35676,8,18811,25954,43544,25953,29486,50562,66870,55260
35677,8,25954,17855,22426,43544,50562,29485,56213,66870
35678,8,25953,43544,22426,18799,55260,66870,56213,25975
35679,8,18645,29485,50562,29486,25975,56213,66870,55260
35680,8,17489,20791,66871,19771,19304,36842,66873,57556
35681,8,20791,279,280,66871,36842,20790,66872,66873
35682,8,19771,66871,280,281,57556,66873,66872,31952
35683,8,17488,20790,36842,19304,31952,66872,66873,57556
35684,8,18606,25487,42901,25534,23614,54772,66874,59241
35685,8,25487,17847,25535,42901,54772,31071,54649,66874
35686,8,25534,42901,25535,18809,59241,66874,54649,30471
35687,8,17851,31071,54772,23614,30471,54649,66874,59241
35688,8,17629,28895,49210,22168,29437,66875,66876,55206
35689,8,28895,4674,4704,49210,66875,29402,61179,66876
35690,8,22168,49210,4704,4673,55206,66876,61179,22151
35691,8,17799,29402,66875,29437,22151,61179,66876,55206
35692,8,15981,16012,66877,19735,16007,16104,66878,35650
35693,8,16012,15968,33315,66877,16104,16005,64098,66878
35694,8,19735,66877,33315,18568,35650,66878,64098,19736
35695,8,15984,16005,16104,16007,19736,64098,66878,35650
35696,8,17867,26534,66776,25638,22485,66879,66880,43062
35697,8,26534,17868,26527,66776,66879,32788,61296,66880
35698,8,25638,66776,26527,17872,43062,66880,61296,25449
35699,8,17865,32788,66879,22485,25449,61296,66880,43062
35700,8,17672,19373,35266,19375,27184,65324,66881,59900
35701,8,19373,4801,19377,35266,65324,32391,59374,66881
35702,8,19375,35266,19377,17669,59900,66881,59374,32390
35703,8,17664,32391,65324,27184,32390,59374,66881,59900
35704,8,18946,32377,59309,19824,30490,66882,66884,52952
35705,8,32377,18832,26525,59309,66882,33693,66883,66884
35706,8,19824,59309,26525,18831,52952,66884,66883,30489
35707,8,18774,33693,66882,30490,30489,66883,66884,52952
35708,8,4801,4833,66885,32391,4837,4871,66886,65327
35709,8,4833,4803,21061,66885,4871,4840,39974,66886
35710,8,32391,66885,21061,17664,65327,66886,39974,23401
35711,8,4808,4840,4871,4837,23401,39974,66886,65327
35712,8,17901,26721,66887,31475,26759,51007,66889,55884
35713,8,26721,17671,25606,66887,51007,24780,66888,66889
35714,8,31475,66887,25606,17967,55884,66889,66888,21441
35715,8,17665,24780,51007,26759,21441,66888,66889,55884
35716,8,18572,20495,60871,24810,24813,50925,66890,41855
35717,8,20495,18772,32705,60871,50925,29625,61816,66890
35718,8,24810,60871,32705,17876,41855,66890,61816,24815
35719,8,17875,29625,50925,24813,24815,61816,66890,41855
35720,8,18674,29847,61477,32821,33075,66891,66892,64655
35721,8,29847,17899,29842,61477,66891,32358,59226,66892
35722,8,32821,61477,29842,17906,64655,66892,59226,27368
35723,8,18665,32358,66891,33075,27368,59226,66892,64655
35724,8,17922,28336,66893,33365,33656,66526,66896,66894
35725,8,28336,18821,33694,66893,66526,33655,66895,66896
35726,8,33365,66893,33694,18820,66894,66896,66895,23039
35727,8,18686,33655,66526,33656,23039,66895,66896,66894
35728,8,1062,22641,66897,31159,6418,38987,66899,66898
35729,8,22641,17898,25089,66897,38987,22643,66288,66899
35730,8,31159,66897,25089,17895,66898,66899,66288,31123
35731,8,1070,22643,38987,6418,31123,66288,66899,66898
35732,8,17893,31156,66900,33695,20766,54918,66903,66901
35733,8,31156,18936,32536,66900,54918,31158,66902,66903
35734,8,33695,66900,32536,18733,66901,66903,66902,33624
35735,8,18666,31158,54918,20766,33624,66902,66903,66901
35736,8,17506,25923,59015,22280,21004,43513,66904,64445
35737,8,25923,18669,32322,59015,43513,25925,64454,66904
35738,8,22280,59015,32322,18666,64445,66904,64454,33370
35739,8,18702,25925,43513,21004,33370,64454,66904,64445
35740,8,18119,31732,65736,23905,30003,56790,66907,66905
35741,8,31732,18487,23462,65736,56790,31479,66906,66907
35742,8,23905,65736,23462,18488,66905,66907,66906,33030
35743,8,18118,31479,56790,30003,33030,66906,66907,66905
35744,8,17551,23150,39645,20598,20597,66908,66909,36599
35745,8,23150,4377,4400,39645,66908,4401,4420,66909
35746,8,20598,39645,4400,4,36599,66909,4420,260
35747,8,261,4401,66908,20597,260,4420,66909,36599
35748,8,18683,33431,66910,31630,31632,66911,66913,56439
35749,8,33431,17909,32818,66910,66911,27262,66912,66913
35750,8,31630,66910,32818,18678,56439,66913,66912,31631
35751,8,17906,27262,66911,31632,31631,66912,66913,56439
35752,8,17904,23402,63199,32477,21668,66914,66916,66915
35753,8,23402,1159,6885,63199,66914,33682,66772,66916
35754,8,32477,63199,6885,1081,66915,66916,66772,33681
35755,8,17901,33682,66914,21668,33681,66772,66916,66915
35756,8,1159,23402,39977,6757,33682,66914,66919,66917
35757,8,23402,17904,19493,39977,66914,21668,66918,66919
35758,8,6757,39977,19493,6728,66917,66919,66918,33696
35759,8,17901,21668,66914,33682,33696,66918,66919,66917
35760,8,1013,6492,6542,6493,23350,51512,66920,39906
35761,8,6492,6478,6491,6542,51512,22624,49202,66920
35762,8,6493,6542,6491,6473,39906,66920,49202,23349
35763,8,18727,22624,51512,23350,23349,49202,66920,39906
35764,8,17505,19586,59184,32352,19588,35493,66922,66921
35765,8,19586,18924,27653,59184,35493,19587,46557,66922
35766,8,32352,59184,27653,18923,66921,66922,46557,27656
35767,8,18944,19587,35493,19588,27656,46557,66922,66921
35768,8,18956,20622,36626,20623,23038,39483,66924,50145
35769,8,20622,18827,20606,36626,39483,23037,66923,66924
35770,8,20623,36626,20606,17501,50145,66924,66923,29308
35771,8,18820,23037,39483,23038,29308,66923,66924,50145
35772,8,17512,32886,66925,19756,32725,61866,66928,66926
35773,8,32886,1088,33697,66925,61866,27260,66927,66928
35774,8,19756,66925,33697,17509,66926,66928,66927,33698
35775,8,17905,27260,61866,32725,33698,66927,66928,66926
35776,8,17926,26843,55548,31372,25213,66300,66931,66929
35777,8,26843,17913,31374,55548,66300,31426,66930,66931
35778,8,31372,55548,31374,17500,66929,66931,66930,25233
35779,8,17906,31426,66300,25213,25233,66930,66931,66929
35780,8,17923,31067,61947,32899,32475,66932,66934,66933
35781,8,31067,17969,25274,61947,66932,22915,64255,66934
35782,8,32899,61947,25274,18930,66933,66934,64255,20601
35783,8,18686,22915,66932,32475,20601,64255,66934,66933
35784,8,17633,32559,66853,32432,32560,60214,66937,66935
35785,8,32559,18738,29246,66853,60214,22579,66936,66937
35786,8,32432,66853,29246,18763,66935,66937,66936,31506
35787,8,17632,22579,60214,32560,31506,66936,66937,66935
35788,8,18685,26020,43651,23865,19891,66938,66941,66939
35789,8,26020,18691,21730,43651,66938,33699,66940,66941
35790,8,23865,43651,21730,18922,66939,66941,66940,25654
35791,8,17929,33699,66938,19891,25654,66940,66941,66939
35792,8,17915,25659,66942,25817,25573,62750,66945,66943
35793,8,25659,17914,32740,66942,62750,33064,66944,66945
35794,8,25817,66942,32740,18929,66943,66945,66944,32910
35795,8,18820,33064,62750,25573,32910,66944,66945,66943
35796,8,6594,6606,6703,6620,25434,64919,66946,42764
35797,8,6606,6599,6661,6703,64919,33169,63337,66946
35798,8,6620,6703,6661,1094,42764,66946,63337,25426
35799,8,17916,33169,64919,25434,25426,63337,66946,42764
35800,8,18683,30534,66947,22592,30535,53081,66949,66948
35801,8,30534,17505,32352,66947,53081,19588,66921,66949
